name,author,publisher,publication_year,pages_count,ISBN,book_type,explanation,book_img
Afrika Üçlemesi 1.Kitap-Sürgün,Jakob Ejersbo,Alfa Yayıncılık,2018,,9786051716619,Polisiye,"Arka Kapak Yazısı (Tanıtım Bülteninden)“Onlar beni gebertir.”“Kim?” “Beyaz insanlar.”“Hangi beyaz insanlar?”“İngilizler. İngiltere’deki beyaz insanlar.”“Neden?”“Çünkü ben … ben çok zenciyim.”“Sen beyazsın,” diyor mama Hussein. “Sana bakıp da zenci olduğunu düşünemezler ki.”“Dışım beyaz. Ama içim bütünüyle … gri.”Afrika Üçlemesi’nin ilk kitabı olan Sürgün’de gerçek evinin nerede olduğunu asla anlayamadan yaşayan ve diğerleri tarafından dışlanan insanların düş kırıklıklarını gösteriyor Jakob Ejersbo.Arka Kapak Yazısı (Tanıtım Bülteninden)“Onlar beni gebertir.”“Kim?” “Beyaz insanlar.”“Hangi beyaz insanlar?”“İngilizler. İngiltere’deki beyaz insanlar.”“Neden?”“Çünkü ben … ben çok zenciyim.”“Sen beyazsın,” diyor mama Hussein. “Sana bakıp da zenci olduğunu düşünemezler ki.”“Dışım beyaz. Ama içim bütünüyle … gri.”Afrika Üçlemesi’nin ilk kitabı olan Sürgün’de gerçek evinin nerede olduğunu asla anlayamadan yaşayan ve diğerleri tarafından dışlanan insanların düş kırıklıklarını gösteriyor Jakob Ejersbo.",https://i.idefix.com/cache/150x242-0/originals/0001745995001-1.jpg
Biri ve Öteki,Philip Kerr,Alfa Yayıncılık,2015,,9786051710488,Polisiye,"Münih, 1949 Mağlubiyetin kargaşası içinde Almanya savaştan sonra serpilen her türden entrika ve ihanetin yuvası haline gelmiştir. Burası Bernie Günther gibi bir özel dedektif için pek de itibarlı olmayan ama bolca iş bulabileceği bir yerdir artık: Zenginlerin Nazi geçmişini temizlemek, yurtdışına çıkacak kaçaklara yardımcı olmak ve çalıntı eşyalar yüzünden süren rekabeti çözüme kavuşturmak… Bunlar Bernie'yi tiksintiyle, ama cüzdanını da parayla dolduracak işlerdir.Bir gün kayıp kocasını arayan bir kadın Bernie'den yardım ister. Kocası Polonya'daki en korkunç toplama kamplarından birinin komutanlığını yapmış bir kaçaktır. Kadının derdiyse kocasını bulmak değil, öldüğünden emin olmaktır. Bu iş Bernie'yi eski savaş suçlularından Yahudi intikam mangalarına, Münih'ten Viyana'ya kadar sürükleyecek, savaş sonrası Almanya'nın yüzünü gözler önüne serecektir. Kolay bir işe benziyor olabilir, ama savaş sonrası Almanya'da hiçbir şey kolay değildir.""Kerr şehrin savaş sonrası ruh halini yakalamada çok başarılı."" -Sunday Telegraph-""Dönem dedektiflik romanlarının en nadide örneklerinden biri."" -Observer-(Tanıtım Bülteninden)Sayfa Sayısı: 470Baskı Yılı: 2015Dili: TürkçeYayınevi: Alfa Yayıncılık                            ",https://i.idefix.com/cache/150x242-0/originals/0000000640969-1.jpg
Ölümle Randevu,Agatha Christie,Altın Kitaplar,2007,,9789752108851,Polisiye,"""Nil'de Ölüm adlı romandan iki misli daha heyecanlı.""ObserverPetra'nın sarp kayalıklarının tepesindeki şişmiş ceset, iğrenç bir Buda heykeline benziyordu. Bayan Boynton'un bileğindeki minik iğne izi onun cinayete kurban gittiğini gösteren tek kanıttı.Cinayetin 24 saat içinde çözülmesi gerekiyordu. Hercule Poirot, Kudüs'te kulak misafiri olduğu sözleri anımsadı.""Onun bir an önce ölmesi gerek, anlıyorsun değil mi?"" Bayan Boynton, Poirot'nun tanıdığı en iğrenç kadındı...Sayfa Sayısı: 240Baskı Yılı: 2007Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000245417-1.jpg
Uyuyan Ölüm,Agatha Christie,Altın Kitaplar,2008,,9789752109513,Polisiye,Sayfa Sayısı: 240Baskı Yılı: 2008Dili: TürkçeYayınevi: Altın Kitaplar                            ,https://i.idefix.com/cache/150x242-0/originals/0000000263673-1.jpg
Cinayet İlanı,Agatha Christie,Altın Kitaplar,2007,,9789752109100,Polisiye,"Yerel Gazete'de çıkan garip cinayet ilanı, Jane Marple dahil tüm Chipping Cleghorn köyü sakinlerini heyecanlı bir bekleyişe sürüklemiştir: 29 Ekim, Cuma günü, saat 18.30' da Little Paddocks'ta cinayet işlenecektir.Bu çocukça bir şaka mıydı, yoksa zavallı Letitia Blacklock'u korkutmak için yapılan bir oyun muydu? Bu esrarengiz davetiyeye karşı koyamayanlar belirtilen zamanda Little Paddocks'un kapısında belirirler ve ışıklar söner...""Agatha Christie polisiye yazarlar tahtından asla inmeyecek. Her zamanki gibi zekice kurgulanmış bir eser...""Sayfa Sayısı: 240Baskı Yılı: 2007Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000251141-1.jpg
N veya M ?,Agatha Christie,Altın Kitaplar,2008,,9789752109612,Polisiye,"İkinci Dünya Savaşı'nda Kraliyet Hava Kuvvetleri, Luftwaffe savaş uçaklarını İngiltere sınırlarının dışında tutmaya çalışırken düşman içeride sinsi bir tehdit oluşturmaktadır. Nazi casusları sıradan vatandaş maskesi altında amaçlarına ulaşmaya çalışmaktadırlar. Artan baskı nedeniyle gizli haber alma servisi sıradışı iki casusa görev verir. Tommy ve Tuppence Beresford adındaki karıkocanın görevi deniz kenarındaki Sans Souci Pansiyonu'ndaki renkli kişiler arasında gizlenen iki haini bulup ortaya çıkarmaktır. Bu görev deniz kenarındaki gezilerden ibaret değildir. N ve M İngiltere'nin en iyi ajanının yaşamına son vermişlerdir...""Sonu muhteşem bir sürprizle biten... baştan sona heyecan dolu bir öykü!""ObserverSayfa Sayısı: 240Baskı Yılı: 2008Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000265463-1.jpg
Cinayetler Kulübü,Agatha Christie,Altın Kitaplar,2002,,9789754059755,Polisiye,"Bir salı gecesi Jane Marple'ın evinde toplanan altı kişi, bundan böyle her salı akşamı aynı yerde toplanıp birbirlerine faili meçhul cinayet öyküleri anlatmaya karar verirler.Konuklar birbirilerine esrarnegiz öyküler anlatırken yaşlı eb sahibesini unuturlar. Fakat Miss Marple dikkatle dinediği he öykünün sonunda katilin kimliğini ortaya çıkarır..Cinayetler Kulübü, eşi bulunmaz kısa öykülerden oluşmuş, sürprizlerle dolu bir kitap.""Öyküler öylesine mükemmel kurgulanmış ki insanı şaşırtıyor... Çoğu uzun bir roman olabilir.""- Daily MirrorBaskı Yılı: 2002Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000127939-1.jpg
İçin İçin Yanan Ateş,Paula Hawkins,İthaki Yayınları,2022,320,9786258327670,Polisiye,"Milyonlarca okuru büyüleyenTrendeki KızveKaranlık Sular’ın yazarı Paula Hawkins’ten aldatmaya, cinayete ve intikama dair yepyeni bir roman.Londra’da genç bir adam korkunç şekilde öldürülmüş olarak bulununca, onu tanıyan üç kadın hakkında soru işaretleri oluşur. Laura kurbanın teknesinden çıkarken görülen son kişidir. Teyzesi Carla hem onun hem de yakın zamanda vefat etmiş bir başka aile üyesinin yasını tutuyordur. Miriam ise polisten sır saklayan meraklı bir komşudur. Kurbanla ayrı bağlantılara sahip üç kadın, içten içe kendilerine yapılan yanlışları düzeltmek için yanıp tutuşur.İntikam söz konusu olduğunda iyi insanlar bile korkunç şeyler yapabilir. Huzuru bulmak için ne kadar ileri gidilebilir? Sırlar alev alıp patlamadan önce ne kadar süre için için yanabilir?“Kitabın sonunu yalnızca bir kâhin tahmin edebilir.”–New York Times“Tüm harika gerilim kitapları gibi ters köşelerle dolu. Aynı zamandaderinlikli, zeki ve fazlasıyla insancıl bir kitap.”–Lee Child(Tanıtım Bülteninden)Milyonlarca okuru büyüleyenTrendeki KızveKaranlık Sular’ın yazarı Paula Hawkins’ten aldatmaya, cinayete ve intikama dair yepyeni bir roman.Londra’da genç bir adam korkunç şekilde öldürülmüş olarak bulununca, onu tanıyan üç kadın hakkında soru işaretleri oluşur. Laura kurbanın teknesinden çıkarken görülen son kişidir. Teyzesi Carla hem onun hem de yakın zamanda vefat etmiş bir başka aile üyesinin yasını tutuyordur. Miriam ise polisten sır saklayan meraklı bir komşudur. Kurbanla ayrı bağlantılara sahip üç kadın, içten içe kendilerine yapılan yanlışları düzeltmek için yanıp tutuşur.İntikam söz konusu olduğunda iyi insanlar bile korkunç şeyler yapabilir. Huzuru bulmak için ne kadar ileri gidilebilir? Sırlar alev alıp patlamadan önce ne kadar süre için için yanabilir?“Kitabın sonunu yalnızca bir kâhin tahmin edebilir.”–New York Times“Tüm harika gerilim kitapları gibi ters köşelerle dolu. Aynı zamandaderinlikli, zeki ve fazlasıyla insancıl bir kitap.”–Lee Child(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0002001671001-1.jpg
İçimdeki Katil,Jim Thompson,İthaki Yayınları,2021,224,9786258475876,Polisiye,"“Muhtemelen şimdiye kadar denk geldiğim, suçlu bir zihnin ağzından anlatılan en ürpertici ve inandırıcı hikâye.”–Stanley KubrickTeksas’ın küçük bir kasabasında şerif yardımcısı olan Lou Ford herkesin sevdiği biridir. Ancak basmakalıp sözlerinin ve insanı rahatlatan tavırlarının arkasında, benzerini pek az kişinin gördüğü bir canavar pusuya yatmıştır. Lou, sözde bir kazaya kurban giden kardeşi Mike’ın intikamını almaya kararlıdır ve bu süreçte masum insanlar ölse bile umurunda olmayacaktır. Thompson,İçimdeki Katil’de pek az yazarın gitmeye cesaret edebileceği bir karanlığa gidiyor. Charles Manson’dan veAmerikan Sapığı’ndan seneler önce seri katillerin zihnine bir bakış sunuyor.Jim Thompson:27 Eylül 1906’da, Anadarko, Oklahoma’da doğdu. Hayatı boyunca yirmi dokuz roman yazdı, ayrıca Stanley Kubrick’inSon DarbeveZafer Yollarıfilmlerinin senaryolarında çalıştı. Kitaplarında yozlaşmış polislerden, kurnaz dolandırıcılardan ve psikopat katillerden oluşan uğursuz bir ordu yarattı. Hayatı boyunca büyük bir okur kitlesine ulaşamadı, alkolizmin şiddetlendirdiği kalp rahatsızlığı nedeniyle 7 Nisan 1970’te hayatını kaybetti.Stephen King’in önsözüyle(Tanıtım Bülteninden)“Muhtemelen şimdiye kadar denk geldiğim, suçlu bir zihnin ağzından anlatılan en ürpertici ve inandırıcı hikâye.”–Stanley KubrickTeksas’ın küçük bir kasabasında şerif yardımcısı olan Lou Ford herkesin sevdiği biridir. Ancak basmakalıp sözlerinin ve insanı rahatlatan tavırlarının arkasında, benzerini pek az kişinin gördüğü bir canavar pusuya yatmıştır. Lou, sözde bir kazaya kurban giden kardeşi Mike’ın intikamını almaya kararlıdır ve bu süreçte masum insanlar ölse bile umurunda olmayacaktır. Thompson,İçimdeki Katil’de pek az yazarın gitmeye cesaret edebileceği bir karanlığa gidiyor. Charles Manson’dan veAmerikan Sapığı’ndan seneler önce seri katillerin zihnine bir bakış sunuyor.Jim Thompson:27 Eylül 1906’da, Anadarko, Oklahoma’da doğdu. Hayatı boyunca yirmi dokuz roman yazdı, ayrıca Stanley Kubrick’inSon DarbeveZafer Yollarıfilmlerinin senaryolarında çalıştı. Kitaplarında yozlaşmış polislerden, kurnaz dolandırıcılardan ve psikopat katillerden oluşan uğursuz bir ordu yarattı. Hayatı boyunca büyük bir okur kitlesine ulaşamadı, alkolizmin şiddetlendirdiği kalp rahatsızlığı nedeniyle 7 Nisan 1970’te hayatını kaybetti.Stephen King’in önsözüyle(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001959818001-1.jpg
Sekiz Dedektif,Alex Pavesi,İthaki Yayınları,2022,288,9786258401226,Polisiye,"“Agatha Christie takdirleşapka çıkarırdı bu kitaba.Bravo!” –Sarah Pinborough“Baş döndürücü, büyüleyici, olay örgüsünün öyle keskin ve ani dönüşleri var ki afallayabilirsiniz. En son ne zaman gerçekten özgün bir gerilim hikâyesi okudunuz? Bekleyişiniz bu kitapla sona erdi.” –A.J.Finn,Penceredeki Kadın’ın yazarı“Alex Pavesi,Sekiz Dedektifile okurları her bir ters köşeyle edebi dedektiflere çeviriyor. Polisiye edebiyatı hem yüceltiyor hem de yeniden icat ediyor.” –MatthewPearl,Dante Kulübü’nün yazarı“Alex Pavesi bizi kendi büyük satranç oyununda piyonlara dönüştürse de sorun değil. Bu kitabın gizemleri en son sayfaya kadar hep en beklenmedik biçimde açıklanıyor.”–TheNewYorkTimesHer cinayet hikâyesinin kuralları vardır. Evvela bir maktul olmalı. Bir şüpheli. Bir dedektif. Ve bir katil. Kalanı ise dizilimin karıştırılmasından, çeşitlemeleri genişletmekten ibaret. Yıllar önceBeyaz Cinayetleradında tek bir polisiye öykü kitabı yayımlanan Grant McAllister’a göre öyle en azından. Aynı zamanda bir matematik profesörü olan Grant artık Akdeniz’de bir adada huzur içinde yaşıyor. Ta ki hırslı bir editör olan Julia Hart kapısını tıklatana dek.Julia, Grant’ın kitabını tekrar yayımlamak istiyor, bu yüzden dosyadaki tüm öykülerin hepsinin üzerinden bir kere daha geçmeleri lazım. Yazar istediği kadar saklansın, bu editör aklına takılan bazı şeylerin peşinden gidecek: Mesela öykülerdeki şu tutarsızlıklar... Bunlar sadece hata mı yoksa daha büyük bir gizeme, bir cinayete dair ipuçları mı? Bu sayfalara gerçekten de kan bulaştı mı? Alex Pavesi’denSekiz Dedektifbüyük resmin mütemadiyen değiştiği cinai bir yapboz oyunu.(Tanıtım Bülteninden)“Agatha Christie takdirleşapka çıkarırdı bu kitaba.Bravo!” –Sarah Pinborough“Baş döndürücü, büyüleyici, olay örgüsünün öyle keskin ve ani dönüşleri var ki afallayabilirsiniz. En son ne zaman gerçekten özgün bir gerilim hikâyesi okudunuz? Bekleyişiniz bu kitapla sona erdi.” –A.J.Finn,Penceredeki Kadın’ın yazarı“Alex Pavesi,Sekiz Dedektifile okurları her bir ters köşeyle edebi dedektiflere çeviriyor. Polisiye edebiyatı hem yüceltiyor hem de yeniden icat ediyor.” –MatthewPearl,Dante Kulübü’nün yazarı“Alex Pavesi bizi kendi büyük satranç oyununda piyonlara dönüştürse de sorun değil. Bu kitabın gizemleri en son sayfaya kadar hep en beklenmedik biçimde açıklanıyor.”–TheNewYorkTimesHer cinayet hikâyesinin kuralları vardır. Evvela bir maktul olmalı. Bir şüpheli. Bir dedektif. Ve bir katil. Kalanı ise dizilimin karıştırılmasından, çeşitlemeleri genişletmekten ibaret. Yıllar önceBeyaz Cinayetleradında tek bir polisiye öykü kitabı yayımlanan Grant McAllister’a göre öyle en azından. Aynı zamanda bir matematik profesörü olan Grant artık Akdeniz’de bir adada huzur içinde yaşıyor. Ta ki hırslı bir editör olan Julia Hart kapısını tıklatana dek.Julia, Grant’ın kitabını tekrar yayımlamak istiyor, bu yüzden dosyadaki tüm öykülerin hepsinin üzerinden bir kere daha geçmeleri lazım. Yazar istediği kadar saklansın, bu editör aklına takılan bazı şeylerin peşinden gidecek: Mesela öykülerdeki şu tutarsızlıklar... Bunlar sadece hata mı yoksa daha büyük bir gizeme, bir cinayete dair ipuçları mı? Bu sayfalara gerçekten de kan bulaştı mı? Alex Pavesi’denSekiz Dedektifbüyük resmin mütemadiyen değiştiği cinai bir yapboz oyunu.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001967361001-1.jpg
Genç Sherlock,David Stuart Davies,Yabancı,2017,,9786059585422,Polisiye,"                                Genç Sherlock Holmes özel dedektif olarak kariyerine başlamak için Londra’ya geldiğinde, suç dehası Profesör James Moriarty’nin dikkatini çekmişti. Tam o sıralarda Afganistan’dan yeni dönen Dr. Watson da Holmes’ün en büyük yardımcısı olmak için ortaya çıkmıştı… Hem şoke edici ve heyecan verici yanlarıyla hem de Holmes efsanesine farklı yaklaşımıyla David Stuart Davies’in romanı, suç polisiyesinde tüm beklentileri karşılayacak bir modern klasik… Sir Arthur Conan Doyle’ın zamansız karakteri, yetenekli bir şekilde yeniden yaratılmış dedektif hikâyeleriyle geri dönüyor. Holmes’ün gençlik günlerinden başlayan Yeni Maceralar serisi, dünyanın en büyük dedektifinin en gerilimli ve farklı davalarının sırlarını çözüyor.(Tanıtım Bülteninden)(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001699151001-1.jpg
Listerdale'in Gizemi,Agatha Christie,Altın Kitaplar,2016,,9789752121805,Polisiye,"Heyecan verici, gizemli, aynı zamanda gerilim dolu on iki öykü… Lordun gizemli kayboluşu, trendeki tuhaf karşılaşma, garip bir cinayet soruşturması, emekli dedektifin katil avı, bir sepet vişne arasına gizlenmiş gerdanlığın sırrı, gerilim romanları yazarının cinayetten tutuklanması, tuhaf bir evlilik teklifi, Raca'nın kaybolan zümrüdü. Tüm bu öykülerin tek bir ortak noktası var: O da Agatha Christie'nin usta kalemi.""Tüm bu öyküler hiç istisnasız deneyimli ve usta bir yazarın elinden çıkmış...""-The Times Literary Supplement-(Tanıtım Bülteninden)Sayfa Sayısı: 248Baskı Yılı: 2016Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000700756-1.jpg
Çarpık Evdeki Cesetler,Agatha Christie,Altın Kitaplar,2014,,9789754052213,Polisiye,"Leonides ailesi, büyükbabaları Aristide bir ensülin iğnesiyle cinayete kurban gidinceye dek, Üç Kuleli Malikâne'de mutlu bir yaşam sürmektedir. Bütün ipuçları cinayeti aileden birinin işlediğini gösterir. Bu yüzden cinayeti çözme görevini Sophia'nın nişanlısı Charles Hayward üstlenir. Çarpık bir adam vardı, çarpık bir yolda yürürdü. Çarpık bir çitin yanında, çarpık bir altı peni buldu. Çarpık bir kedisi vardı, çarpık fareler tutardı.Ve hepsi küçük, çarpık bir evde otururlardı...""Çarpık Evdeki Cesetler adlı yapıtımı büyük bir zevkle kaleme aldım. En iyi romanlarımdan biri olduğuna inanıyorum.""  -Agatha Christie-""Usta bir kalemin yarattığı mükemmel bir roman.""-New Statesman-(Tanıtım Bülteninden)Sayfa Sayısı: 248Baskı Yılı: 2014Dili: TürkçeYayınevi: Altın Kitaplar                            ",https://i.idefix.com/cache/150x242-0/originals/0000000590060-1.jpg
İstenmeyen Konuk,Shari Lapena,Doğan Kitap,2022,240,9786258380118,Polisiye,"Kim yaşayacak,Kim ölecek?New York Times çoksatanı Yan Evin Sırrı romanının yazarı Shari Lapena’dan çağdaş bir Agatha Christie macerası…Sıcacık, şık bir dağ otelinde mükemmel bir hafta sonu kaçamağına gelen konukları tatsız sürprizler bekliyor. Hava gittikçe kötüleşiyor, fırtınadan elektrikler kesiliyor ve konukların dış dünyayla tüm bağlantıları kopuyor. Ama kimse konuklardan birinin ölü bulunmasını beklemiyor! Karla kaplı bu cennette biri veya birileri teker teker konukları avlıyor. Pansiyonda kalıp fırtınayı atlatmayı ummaktan başka çare yok…“Bu kitap bir kez daha Shari Lapena’nın insan yüreğinin karanlığını kabul ederek akıllı karakterler yaratma yeteneğini gösteriyor. Mükemmel koreografide bir ölüm dansı.”The Mail on Sunday(Tanıtım Bülteninden)Kim yaşayacak,Kim ölecek?New York Times çoksatanı Yan Evin Sırrı romanının yazarı Shari Lapena’dan çağdaş bir Agatha Christie macerası…Sıcacık, şık bir dağ otelinde mükemmel bir hafta sonu kaçamağına gelen konukları tatsız sürprizler bekliyor. Hava gittikçe kötüleşiyor, fırtınadan elektrikler kesiliyor ve konukların dış dünyayla tüm bağlantıları kopuyor. Ama kimse konuklardan birinin ölü bulunmasını beklemiyor! Karla kaplı bu cennette biri veya birileri teker teker konukları avlıyor. Pansiyonda kalıp fırtınayı atlatmayı ummaktan başka çare yok…“Bu kitap bir kez daha Shari Lapena’nın insan yüreğinin karanlığını kabul ederek akıllı karakterler yaratma yeteneğini gösteriyor. Mükemmel koreografide bir ölüm dansı.”The Mail on Sunday(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0001973453001-1.jpg
Öfkenin İzi,Azime Güç,Nemesis Kitap,2023,"13,5 x 21",9786256947405,Polisiye,"Başkomiser Gül ve ekibi, Tarlabaşı'ndaki evde kayıp bir erkek ihbarı alır. Ancak olay yerinde karşılaştıkları manzara, sıradan bir kayıp vakasından çok daha fazlasıdır. Boğuşma izleri ve kan lekeleri, işin içinde cinayet olduğunu göstermektedir.  Soruşturma derinleştikçe Esme adındaki genç bir kadının hayatına giren her erkeğin iz bırakmadan kaybolduğunu keşfederler. Bu gizemli olayın peşine düşen Başkomiser Gül, geçmişiyle de yüzleşmek zorunda kalacaktır.  Azime Güç’ün yalın anlatımıyla kaleme aldığıÖfkenin İzi, polisiye roman tutkunlarını fantastik ve soluksuz bir maceraya davet ediyor.(Tanıtım Bülteninden)Başkomiser Gül ve ekibi, Tarlabaşı'ndaki evde kayıp bir erkek ihbarı alır. Ancak olay yerinde karşılaştıkları manzara, sıradan bir kayıp vakasından çok daha fazlasıdır. Boğuşma izleri ve kan lekeleri, işin içinde cinayet olduğunu göstermektedir.  Soruşturma derinleştikçe Esme adındaki genç bir kadının hayatına giren her erkeğin iz bırakmadan kaybolduğunu keşfederler. Bu gizemli olayın peşine düşen Başkomiser Gül, geçmişiyle de yüzleşmek zorunda kalacaktır.  Azime Güç’ün yalın anlatımıyla kaleme aldığıÖfkenin İzi, polisiye roman tutkunlarını fantastik ve soluksuz bir maceraya davet ediyor.(Tanıtım Bülteninden)",https://i.idefix.com/cache/150x242-0/originals/0002049118001-1.jpg
Sis ve Gece,Ahmet Ümit,Yapı Kredi Yayınları,2019,,9789750845956,Polisiye,"Yasak ilişkiler, aşık olduğu kadını arayan bir MİT görevlisi ve soluk soluğa koşuşturmacanın yer aldığı bir serüvene katılmak ister misiniz? Usta polisiye roman yazarı Ahmet Ümit, Sis ve Gece adlı romanında okuyucuyu bir polisiye hikâye üzerinden Türkiye’nin yakın geçmişine götürüyor. Örgüt evlerine düzenlenen baskınlar ve yargısız infazların böldüğü hayatları yakından göreceğiniz bu eser, Ahmet Ümit’in en çok okunan kitapları arasında yer alıyor. Gelin, bu sürükleyici romanın içeriğinden kısaca bahsedelim.“Sis ve Gece” adlı kitabı neden okumalısınız?Ahmet Ümit’in 270 sayfadan oluşan Sis ve Gece; okura Türkiye’nin gerçeklerini, hayal gücüyle yoğrulmuş son derece etkileyici bir hikâye olarak sunuyor. Sis ve Gece, MİT görevlisi olan Sedat’ın hikâyesini anlatıyor. Sedat, iş ve özel hayatında yaşadığı problemler arasında sıkışmış bir adam olarak okuyucunun karşısına çıkıyor ve yaşamını derinden etkileyecek bir dizi olayla karşılaşıyor. Sedat'ın hikâyesi, unutulmuş semtleriyle karşınıza farklı bir İstanbul manzarası çıkarıyor. Ahmet Ümit; bir yandan 90'lı yılların Türkiyesi'ni çok iyi bir şekilde yansıtırken, diğer yandan da siyasi güç sağlamak isteyenleri, devlet kurumlarını çıkarları için kullananları ve devletin kutsallığı düşüncesini eleştirmeyi de ihmal etmiyor. Gelişen olaylar karşısında okuyucuyu hayretler içerisinde bırakan bu eser, Ahmet Ümit’in neden çok iyi bir polisiye yazarı olduğunu da kanıtlar nitelikte.Bunları biliyor muydunuz?Ahmet Ümit, Sis ve Gece adlı romanını yazarken büyük ölçüde kendi yaşadıklarından etkilenir. Romanı yazış hikâyesini anlatırken, eski MİT elemanı Mehmet Eymür’ün “Analiz” adlı kitabından etkilendiğini ve eserdeki MİT ajanını bu kitaptan yola çıkarak yarattığını belirtir. Sis ve Gece ilk basıldığında dönemin önemli eleştirmenlerinden olan Fethi Naci tarafından üç farklı yazıyla eleştirir. Fethi Naci, her ne kadar Sis ve Gece romanını eleştirse de, Ahmet Ümit’in polisiye roman türünde önünün açık olduğunu belirtir ve eseri Türkiye’nin en önemli yüz romanı arasında gösterir. Roman, 2007 yılında ""Sis ve Gece"" (IMDb: 6.6) ismiyle Turgut Yasalar tarafından beyaz perdeye aktarılır. Geniş bir oyuncu yelpazesine sahip filmi, kitabın hemen ardından izleyerek değerlendirmelerde bulunabilirsiniz. İlk defa 1996 yılında yayımlanan ve hala güncelliğini koruyan Sis ve Gece, Yapı Kredi Yayınları tarafından okuyucunun beğenisine sunulur.Bu kitabı sevenler için diğer önerilerimizEğer Ahmet Ümit’in “Sis ve Gece” adlı romanını sevdiyseniz ve diğer kitaplarını da okumak istiyorsanız Bir Ses Böler Geceyi adlı kitabını ya da Beyoğlu’nun En Güzel Abisi adlı kitabını okuyabilirsiniz.Yasak ilişkiler, aşık olduğu kadını arayan bir MİT görevlisi ve soluk soluğa koşuşturmacanın yer aldığı bir serüvene katılmak ister misiniz? Usta polisiye roman yazarı Ahmet Ümit, Sis ve Gece adlı romanında okuyucuyu bir polisiye hikâye üzerinden Türkiye’nin yakın geçmişine götürüyor. Örgüt evlerine düzenlenen baskınlar ve yargısız infazların böldüğü hayatları yakından göreceğiniz bu eser, Ahmet Ümit’in en çok okunan kitapları arasında yer alıyor. Gelin, bu sürükleyici romanın içeriğinden kısaca bahsedelim.“Sis ve Gece” adlı kitabı neden okumalısınız?Ahmet Ümit’in 270 sayfadan oluşan Sis ve Gece; okura Türkiye’nin gerçeklerini, hayal gücüyle yoğrulmuş son derece etkileyici bir hikâye olarak sunuyor. Sis ve Gece, MİT görevlisi olan Sedat’ın hikâyesini anlatıyor. Sedat, iş ve özel hayatında yaşadığı problemler arasında sıkışmış bir adam olarak okuyucunun karşısına çıkıyor ve yaşamını derinden etkileyecek bir dizi olayla karşılaşıyor. Sedat'ın hikâyesi, unutulmuş semtleriyle karşınıza farklı bir İstanbul manzarası çıkarıyor. Ahmet Ümit; bir yandan 90'lı yılların Türkiyesi'ni çok iyi bir şekilde yansıtırken, diğer yandan da siyasi güç sağlamak isteyenleri, devlet kurumlarını çıkarları için kullananları ve devletin kutsallığı düşüncesini eleştirmeyi de ihmal etmiyor. Gelişen olaylar karşısında okuyucuyu hayretler içerisinde bırakan bu eser, Ahmet Ümit’in neden çok iyi bir polisiye yazarı olduğunu da kanıtlar nitelikte.Bunları biliyor muydunuz?Ahmet Ümit, Sis ve Gece adlı romanını yazarken büyük ölçüde kendi yaşadıklarından etkilenir. Romanı yazış hikâyesini anlatırken, eski MİT elemanı Mehmet Eymür’ün “Analiz” adlı kitabından etkilendiğini ve eserdeki MİT ajanını bu kitaptan yola çıkarak yarattığını belirtir. Sis ve Gece ilk basıldığında dönemin önemli eleştirmenlerinden olan Fethi Naci tarafından üç farklı yazıyla eleştirir. Fethi Naci, her ne kadar Sis ve Gece romanını eleştirse de, Ahmet Ümit’in polisiye roman türünde önünün açık olduğunu belirtir ve eseri Türkiye’nin en önemli yüz romanı arasında gösterir. Roman, 2007 yılında ""Sis ve Gece"" (IMDb: 6.6) ismiyle Turgut Yasalar tarafından beyaz perdeye aktarılır. Geniş bir oyuncu yelpazesine sahip filmi, kitabın hemen ardından izleyerek değerlendirmelerde bulunabilirsiniz. İlk defa 1996 yılında yayımlanan ve hala güncelliğini koruyan Sis ve Gece, Yapı Kredi Yayınları tarafından okuyucunun beğenisine sunulur.Bu kitabı sevenler için diğer önerilerimizEğer Ahmet Ümit’in “Sis ve Gece” adlı romanını sevdiyseniz ve diğer kitaplarını da okumak istiyorsanız Bir Ses Böler Geceyi adlı kitabını ya da Beyoğlu’nun En Güzel Abisi adlı kitabını okuyabilirsiniz.",https://i.idefix.com/cache/150x242-0/originals/0001846446001-1.jpg
